時間,開盤價,最高價,最低價,收盤價,外資及陸資交易買口,外資及陸資交易賣口,外資及陸資交易淨口,投信交易買口,投信交易賣口,投信交易淨口,自營商交易買口,自營商交易賣口,自營商交易淨口,外資及陸資未平倉買口,外資及陸資未平倉賣口,外資及陸資未平倉淨口,投信未平倉買口,投信未平倉賣口,投信未平倉淨口,自營商未平倉買口,自營商未平倉賣口,自營商未平倉淨口,前十大法人買口,前十大法人賣口,前十大特定法人買口,前十大特定法人賣口,前五大法人買口,前五大法人賣口,前五大特定法人買口,前五大特定法人賣口
2011-05-04,8908,8959,8860,8936,13689口,13966口,-277口,56口,40口,16口,24199口,23789口,410口,31541口,31128口,413口,1917口,774口,1143口,7367口,6913口,454口,35555口,29828口,29623口,22916口,25239口,17942口,21541口,17942口
2011-05-05,8903,9058,8885,9050,15638口,14756口,882口,35口,23口,12口,34103口,32118口,1985口,33503口,31760口,1743口,1940口,785口,1155口,9803口,7364口,2439口,39086口,31784口,31714口,24139口,27620口,18849口,22489口,18849口
2011-05-06,8971,9022,8956,9014,11748口,12032口,-284口,74口,187口,-113口,19155口,19938口,-783口,33691口,32340口,1351口,1798口,756口,1042口,9100口,7457口,1643口,39325口,31296口,31852口,23491口,27496口,18973口,22328口,15749口
2011-05-09,9001,9111,9001,9063,14744口,15334口,-590口,43口,34口,9口,26229口,26592口,-363口,34071口,33118口,953口,1788口,737口,1051口,9351口,8072口,1279口,38887口,32743口,31769口,24668口,27042口,20315口,22247口,16862口
2011-05-10,9063,9071,9026,9045,10036口,11572口,-1536口,128口,2口,126口,12464口,12254口,210口,33706口,34667口,-961口,1913口,736口,1177口,9363口,7860口,1503口,38137口,33262口,31262口,25355口,26588口,21403口,22050口,18071口
2011-05-11,9109,9116,9013,9020,15741口,16969口,-1228口,34口,6口,28口,23321口,24225口,-904口,31313口,33937口,-2624口,1907口,702口,1205口,10093口,9508口,585口,36847口,34035口,27668口,24814口,25486口,22510口,20574口,18650口
2011-05-12,8960,9068,8942,9028,18740口,17150口,1590口,27口,257口,-230口,29138口,27741口,1397口,33475口,34425口,-950口,1660口,685口,975口,10622口,8640口,1982口,36933口,32781口,28966口,24539口,24817口,21150口,21350口,18105口
2011-05-13,9017,9063,9000,9029,15449口,16255口,-806口,69口,145口,-76口,17995口,17765口,230口,33635口,35349口,-1714口,1697口,790口,907口,10663口,8451口,2212口,36492口,33303口,28740口,25022口,24390口,21718口,24390口,18688口
2011-05-16,8995,9026,8914,8926,32777口,34867口,-2090口,572口,570口,2口,25272口,28091口,-2819口,35062口,39303口,-4241口,1682口,773口,909口,7670口,8180口,-510口,36195口,34728口,29214口,29383口,24147口,23117口,24147口,20083口
2011-05-17,8900,8936,8847,8911,37534口,38770口,-1236口,1089口,1189口,-100口,30288口,31753口,-1465口,36858口,42710口,-5852口,1646口,837口,809口,6160口,8539口,-2379口,35224口,36841口,31246口,31586口,25567口,23909口,25567口,20723口
2011-05-18,8915,8948,8896,8934,17605口,17438口,167口,555口,581口,-26口,19811口,19868口,-57口,29564口,37310口,-7746口,1615口,788口,827口,3949口,3597口,352口,30355口,33759口,27029口,31622口,24501口,21714口,24501口,21714口
2011-05-19,8960,9043,8838,8841,20751口,19479口,1272口,113口,32口,81口,37396口,38608口,-1212口,30464口,37047口,-6583口,1716口,808口,908口,3814口,4709口,-895口,31921口,33460口,28375口,29867口,25528口,22725口,25528口,22725口
2011-05-20,8900,8915,8806,8817,17014口,14338口,2676口,56口,70口,-14口,21079口,22406口,-1327口,32019口,35921口,-3902口,1747口,853口,894口,3841口,6046口,-2205口,32721口,32849口,30209口,29271口,26698口,23348口,26698口,23348口
2011-05-23,8747,8771,8668,8734,13908口,14015口,-107口,511口,593口,-82口,25684口,25894口,-210口,32373口,36564口,-4191口,1632口,820口,812口,4091口,6512口,-2421口,32767口,33399口,30355口,31202口,26945口,23576口,26945口,23576口
2011-05-24,8723,8767,8660,8763,12051口,14084口,-2033口,88口,465口,-377口,25817口,24600口,1217口,31844口,38119口,-6275口,1606口,1171口,435口,4397口,5620口,-1223口,32062口,35418口,30558口,33257口,25904口,24957口,25904口,24957口
2011-05-25,8745,8746,8650,8679,18666口,16600口,2066口,123口,84口,39口,27072口,28344口,-1272口,31322口,35758口,-4436口,1623口,1149口,474口,4305口,6791口,-2486口,30749口,33945口,28031口,31802口,24759口,25156口,24759口,25156口
2011-05-26,8764,8796,8719,8785,14002口,14065口,-63口,96口,116口,-20口,19180口,17949口,1231口,32282口,36721口,-4439口,1638口,1184口,454口,5265口,6558口,-1293口,31779口,34026口,27637口,30374口,26090口,24883口,24447口,24883口
2011-05-27,8773,8855,8768,8780,14577口,12330口,2247口,140口,77口,63口,24959口,24954口,5口,34395口,36453口,-2058口,1664口,1147口,517口,5089口,6371口,-1282口,33832口,33286口,29670口,29700口,27752口,24295口,26080口,24295口
2011-05-30,8760,8827,8708,8816,15739口,13293口,2446口,15口,36口,-21口,21784口,22660口,-876口,36610口,35812口,798口,1664口,1168口,496口,5365口,7508口,-2143口,35870口,33298口,31255口,28145口,29140口,24250口,27430口,24250口
2011-05-31,8857,9034,8856,9018,21477口,18350口,3127口,544口,78口,466口,29133口,26258口,2875口,41517口,36842口,4675口,1855口,893口,962口,8601口,7732口,869口,43080口,33292口,35896口,29620口,32679口,23955口,32679口,21826口
2011-06-01,9023,9106,9008,9086,15651口,14733口,918口,59口,50口,9口,24029口,22933口,1096口,44367口,38380口,5987口,1860口,904口,956口,9946口,7896口,2050口,45845口,33896口,38632口,30227口,33223口,25080口,33223口,22919口
2011-06-02,8980,9057,8976,9028,16029口,15909口,120口,61口,329口,-268口,16126口,16971口,-845口,47144口,41098口,6046口,1857口,1169口,688口,9312口,8066口,1246口,47538口,36045口,43569口,30364口,32756口,26461口,32756口,26461口
2011-06-03,9048,9078,8998,9070,13377口,16108口,-2731口,218口,26口,192口,20502口,18555口,1947口,47412口,44081口,3331口,1846口,966口,880口,11363口,8177口,3186口,50082口,37871口,42942口,33773口,34922口,28216口,29385口,28216口
2011-06-07,9032,9095,8973,9089,15005口,16232口,-1227口,3口,154口,-151口,26250口,25723口,527口,47081口,45013口,2068口,1838口,1108口,730口,12169口,8510口,3659口,49816口,39054口,42092口,34666口,34026口,28421口,27952口,28421口
2011-06-08,9076,9087,9002,9030,16306口,16650口,-344口,106口,243口,-137口,23524口,26166口,-2642口,45514口,44214口,1300口,1888口,1295口,593口,10265口,9248口,1017口,48499口,38975口,43770口,32546口,31981口,28678口,27252口,26127口
2011-06-09,9011,9050,8994,9029,13695口,13783口,-88口,1口,214口,-213口,14290口,15896口,-1606口,45224口,44041口,1183口,1887口,1507口,380口,9741口,10330口,-589口,47705口,38857口,43518口,33621口,30796口,28059口,30796口,25386口
2011-06-10,9068,9069,8811,8829,35134口,37145口,-2011口,85口,492口,-407口,40989口,41904口,-915口,39865口,42729口,-2864口,1739口,1766口,-27口,7001口,8561口,-1560口,40796口,36262口,36553口,27495口,29359口,25643口,29359口,23135口
2011-06-13,8780,8805,8683,8743,34910口,32824口,2086口,623口,560口,63口,31577口,32436口,-859口,42238口,43217口,-979口,1684口,1648口,36口,6279口,8850口,-2571口,43015口,36717口,38872口,27957口,30530口,26092口,30530口,23713口
2011-06-14,8743,8848,8734,8845,45495口,46293口,-798口,2136口,1313口,823口,23108口,23052口,56口,39966口,41178口,-1212口,1699口,840口,859口,6106口,8792口,-2686口,39965口,34968口,37855口,28783口,28170口,24814口,28170口,24814口
2011-06-15,8846,8877,8730,8839,34697口,39715口,-5018口,742口,930口,-188口,37295口,36724口,571口,16256口,24556口,-8300口,1617口,938口,679口,3673口,5176口,-1503口,18690口,23894口,14837口,17806口,14561口,15599口,12453口,13368口
2011-06-16,8559,8559,8481,8494,19333口,18136口,1197口,190口,243口,-53口,20377口,22479口,-2102口,16190口,24000口,-7810口,1721口,1095口,626口,2919口,6531口,-3612口,17627口,24686口,14833口,17460口,14267口,16006口,12059口,13927口
2011-06-17,8492,8543,8436,8462,19388口,19860口,-472口,426口,249口,177口,21237口,21737口,-500口,18669口,27178口,-8509口,1610口,807口,803口,2777口,6889口,-4112口,19360口,27248口,16406口,19801口,15720口,18547口,13394口,16350口
2011-06-20,8501,8525,8365,8399,19302口,16576口,2726口,363口,332口,31口,23048口,23403口,-355口,19544口,25953口,-6409口,1598口,764口,834口,2788口,7241口,-4453口,20547口,27779口,17420口,21464口,16819口,17806口,14383口,15499口
2011-06-21,8470,8485,8400,8465,16458口,19905口,-3447口,112口,100口,12口,17957口,17939口,18口,19231口,29120口,-9889口,1610口,764口,846口,3681口,8116口,-4435口,20357口,30734口,16407口,24680口,16539口,20835口,14060口,20835口
2011-06-22,8518,8524,8416,8442,17220口,17189口,31口,461口,119口,342口,20782口,20290口,492口,18114口,28036口,-9922口,1827口,639口,1188口,4227口,8170口,-3943口,19984口,31135口,15292口,24253口,16387口,20167口,13878口,17668口
2011-06-23,8424,8475,8389,8397,15461口,17174口,-1713口,34口,370口,-336口,17735口,18277口,-542口,18275口,30132口,-11857口,1861口,1009口,852口,4238口,8740口,-4502口,20005口,33116口,15332口,26017口,16478口,21069口,13915口,21069口
2011-06-24,8420,8432,8365,8410,13845口,19407口,-5562口,73口,201口,-128口,16865口,16387口,478口,19115口,36545口,-17430口,1833口,1109口,724口,4749口,8805口,-4056口,21139口,37930口,15899口,33273口,17016口,25884口,13190口,25884口
2011-06-27,8310,8373,8260,8335,16424口,16715口,-291口,443口,91口,352口,21226口,20970口,256口,19738口,37452口,-17714口,1877口,801口,1076口,5235口,9005口,-3770口,21642口,36761口,16709口,29662口,17549口,25081口,13332口,22537口
2011-06-28,8385,8396,8304,8310,14941口,13621口,1320口,472口,5口,467口,17171口,18268口,-1097口,19624口,36054口,-16430口,2344口,801口,1543口,5063口,9930口,-4867口,22282口,34755口,17566口,26916口,17444口,23726口,14766口,20495口
2011-06-29,8377,8486,8353,8470,19713口,18347口,1366口,153口,371口,-218口,28082口,25433口,2649口,20110口,34328口,-14218口,2216口,891口,1325口,7427口,9673口,-2246口,23473口,33551口,17901口,25764口,18822口,22387口,13250口,16721口
2011-06-30,8475,8528,8456,8505,17108口,15960口,1148口,399口,130口,269口,17512口,17515口,-3口,21199口,33978口,-12779口,2255口,661口,1594口,7417口,9694口,-2277口,25393口,33491口,18024口,25828口,21164口,23428口,15214口,17772口
2011-07-01,8560,8615,8543,8572,14606口,12898口,1708口,265口,74口,191口,21226口,19660口,1566口,21867口,32297口,-10430口,2291口,506口,1785口,8480口,8848口,-368口,25536口,33040口,17379口,25248口,21098口,22522口,14619口,19333口
2011-07-04,8631,8657,8598,8601,14267口,11834口,2433口,106口,55口,51口,15305口,14843口,462口,23283口,31044口,-7761口,2326口,490口,1836口,8261口,8032口,229口,26831口,31404口,19526口,23763口,20623口,20969口,14479口,17913口
2011-07-05,8611,8631,8585,8629,11914口,10019口,1895口,110口,46口,64口,13011口,10905口,2106口,24067口,29739口,-5672口,2425口,525口,1900口,9490口,7167口,2323口,28910口,29646口,19852口,23976口,21058口,20569口,14445口,14899口
2011-07-06,8628,8713,8623,8690,15085口,12041口,3044口,317口,80口,237口,20537口,19645口,892口,24926口,27067口,-2141口,2619口,482口,2137口,10285口,7077口,3208口,29696口,26791口,21019口,20315口,21209口,18891口,14391口,13617口
2011-07-07,8690,8712,8665,8689,11656口,12988口,-1332口,138口,410口,-272口,11523口,11847口,-324口,25352口,29107口,-3755口,2596口,731口,1865口,9254口,6364口,2890口,30301口,28326口,21323口,22038口,22007口,20109口,15589口,15073口
2011-07-08,8696,8768,8635,8643,19968口,19661口,307口,378口,161口,217口,29886口,30229口,-343口,27666口,31125口,-3459口,2805口,723口,2082口,9096口,6539口,2557口,31651口,30318口,24041口,24895口,22130口,20932口,16387口,15509口
2011-07-11,8603,8630,8573,8600,13065口,12709口,356口,36口,261口,-225口,13195口,14905口,-1710口,28404口,31790口,-3386口,2747口,890口,1857口,7746口,6995口,751口,31462口,30539口,24648口,25359口,22170口,21079口,19400口,15899口
2011-07-12,8511,8538,8412,8422,18942口,22876口,-3934口,363口,889口,-526口,26235口,27273口,-1038口,28525口,36857口,-8332口,2950口,1619口,1331口,6976口,7549口,-573口,30975口,34124口,24934口,28223口,22134口,24732口,19355口,24732口
2011-07-13,8431,8483,8410,8463,15136口,15696口,-560口,334口,125口,209口,19957口,19144口,813口,29469口,38346口,-8877口,3037口,1497口,1540口,7833口,7652口,181口,31437口,34764口,24881口,30460口,21840口,25374口,19066口,25374口
2011-07-14,8448,8506,8360,8481,22040口,22758口,-718口,284口,235口,49口,31232口,31320口,-88口,30837口,40661口,-9824口,3109口,1520口,1589口,9677口,9588口,89口,32679口,39318口,25924口,31777口,23171口,28209口,20338口,28209口
2011-07-15,8472,8570,8451,8563,22111口,23034口,-923口,235口,126口,109口,25697口,23783口,1914口,32522口,42940口,-10418口,3308口,1623口,1685口,11544口,9637口,1907口,35589口,40582口,27763口,32662口,25617口,28849口,19451口,25553口
2011-07-18,8507,8590,8469,8486,31025口,31009口,16口,759口,668口,91口,25822口,28048口,-2226口,33743口,44261口,-10518口,3399口,1623口,1776口,9040口,9410口,-370口,35055口,40922口,30152口,34586口,25112口,29721口,22277口,26119口
2011-07-19,8500,8546,8487,8532,36268口,35012口,1256口,1562口,1457口,105口,16250口,16892口,-642口,37837口,46934口,-9097口,3596口,1715口,1881口,7783口,8514口,-731口,37876口,41240口,33325口,35408口,28076口,29357口,25306口,26194口
2011-07-20,8620,8708,8611,8697,37062口,29920口,7142口,2743口,1214口,1529口,31508口,31691口,-183口,27992口,36238口,-8246口,3751口,260口,3491口,5776口,4481口,1295口,32650口,31925口,27384口,29278口,25542口,21869口,22794口,19222口
2011-07-21,8637,8654,8615,8651,10444口,11085口,-641口,104口,97口,7口,8854口,8643口,211口,29120口,38013口,-8893口,3801口,303口,3498口,6097口,4025口,2072口,34829口,33511口,29086口,30863口,26563口,23516口,23814口,20868口
2011-07-22,8703,8740,8682,8694,14235口,13198口,1037口,35口,144口,-109口,13521口,12720口,801口,30887口,38616口,-7729口,3826口,437口,3389口,6628口,3755口,2873口,36497口,34121口,30600口,31461口,27737口,23377口,24976口,23377口
2011-07-25,8650,8689,8586,8605,14383口,16807口,-2424口,189口,53口,136口,19760口,20574口,-814口,28561口,39013口,-10452口,3967口,442口,3525口,6111口,4086口,2025口,34372口,34317口,28573口,31615口,25437口,24456口,22634口,21754口
2011-07-26,8636,8744,8628,8734,17771口,15108口,2663口,38口,174口,-136口,21113口,20647口,466口,31556口,39049口,-7493口,3975口,586口,3389口,7413口,4893口,2520口,36702口,32987口,30351口,30269口,27038口,22812口,24219口,20094口
2011-07-27,8714,8772,8707,8761,12549口,11535口,1014口,117口,46口,71口,13223口,12874口,349口,31864口,38072口,-6208口,4038口,581口,3457口,7780口,4860口,2920口,37141口,32036口,29519口,29301口,27632口,22101口,24796口,19366口
2011-07-28,8695,8735,8660,8726,14554口,15919口,-1365口,151口,194口,-43口,19154口,18939口,215口,32102口,40058口,-7956口,4157口,743口,3414口,7661口,4548口,3113口,37376口,33616口,29995口,28868口,27885口,23213口,25038口,20467口
2011-07-29,8698,8726,8592,8610,18999口,21587口,-2588口,112口,165口,-53口,26972口,29520口,-2548口,31316口,42612口,-11296口,4189口,828口,3361口,5140口,4547口,593口,36326口,36468口,31266口,31694口,27671口,26306口,24796口,23532口
2011-08-01,8713,8728,8655,8682,13350口,16901口,-3551口,128口,34口,94口,12723口,12314口,409口,32264口,47708口,-15444口,4169口,714口,3455口,6209口,5286口,923口,37214口,40351口,31819口,37574口,28227口,28227口,25349口,28227口
2011-08-02,8600,8607,8535,8573,14335口,14488口,-153口,16口,50口,-34口,20168口,21901口,-1733口,31618口,47966口,-16348口,4170口,749口,3421口,4950口,5890口,-940口,35660口,40818口,31099口,35528口,27510口,27623口,24629口,27623口
2011-08-03,8420,8455,8367,8436,18966口,20640口,-1674口,298口,232口,66口,24596口,23316口,1280口,30121口,48690口,-18569口,4254口,766口,3488口,7503口,7175口,328口,35777口,42418口,29294口,36877口,25853口,28851口,23001口,28851口
2011-08-04,8430,8488,8278,8289,21007口,26562口,-5555口,185口,313口,-128口,28017口,27487口,530口,28311口,53356口,-25045口,4280口,920口,3360口,8606口,8297口,309口,34004口,47057口,26381口,41161口,23451口,32058口,20594口,32058口
2011-08-05,7820,7988,7736,7765,52090口,43098口,8992口,648口,385口,263口,44451口,46772口,-2321口,32247口,48004口,-15757口,4334口,711口,3623口,9396口,11047口,-1651口,35141口,44183口,29792口,37590口,25613口,29583口,20264口,25778口
